flight_date,origin,destination,fare_class,booking_channel,passengers,avg_fare,revenue,load_factor
2024-04-19,LAX,DEN,Premium Economy,Mobile App,19,346.4,6581.6,0.55
2024-04-19,LAX,DEN,Business,Travel Agent,30,807.29,24218.7,0.79
2024-04-19,LAX,DEN,First,Mobile App,8,956.62,7652.96,0.97
2024-04-19,MIA,ATL,Economy,Website,54,133.32,7199.28,0.62
2024-04-19,MIA,ATL,Premium Economy,Mobile App,4,251.65,1006.6,0.86
2024-04-19,MIA,ATL,Business,Mobile App,14,773.09,10823.26,0.61
2024-04-19,MIA,ATL,First,Corporate,30,976.83,29304.9,0.65
2024-04-19,DEN,ORD,Economy,Mobile App,57,95.93,5468.01,0.71
2024-04-19,DEN,ORD,Premium Economy,Travel Agent,29,334.05,9687.45,0.62
2024-04-19,DEN,ORD,Business,Website,12,775.11,9301.32,0.75
2024-04-19,DEN,ORD,First,Website,4,1041.57,4166.28,0.78
2024-04-20,JFK,SFO,Economy,Mobile App,47,135.22,6355.34,0.66
2024-04-20,JFK,SFO,Premium Economy,Travel Agent,12,341.13,4093.56,0.91
2024-04-20,JFK,SFO,Business,Mobile App,29,813.33,23586.57,0.62
2024-04-20,JFK,SFO,First,Corporate,18,1104.96,19889.28,0.81
2024-04-20,BOS,DCA,Economy,Website,80,105.62,8449.6,0.71
2024-04-20,BOS,DCA,Premium Economy,Corporate,39,346.74,13522.86,0.6
2024-04-20,BOS,DCA,Business,Mobile App,16,796.51,12744.16,0.87
2024-04-20,BOS,DCA,First,Website,27,1270.12,34293.24,0.94
2024-04-20,JFK,MIA,Economy,Mobile App,51,97.19,4956.69,0.78
2024-04-20,JFK,MIA,Premium Economy,Mobile App,17,329.13,5595.21,0.94
2024-04-20,JFK,MIA,Business,Website,37,586.52,21701.24,0.59
2024-04-20,JFK,MIA,First,Website,23,1093.48,25150.04,0.79
2024-04-20,JFK,ORD,Economy,Mobile App,130,96.67,12567.1,0.92
2024-04-20,JFK,ORD,Premium Economy,Mobile App,16,238.69,3819.04,0.85
2024-04-20,JFK,ORD,Business,Website,30,674.57,20237.1,0.58
2024-04-20,JFK,ORD,First,Website,22,1374.59,30240.98,0.75
2024-04-20,DEN,ORD,Economy,Travel Agent,91,152.45,13872.95,0.56
2024-04-20,DEN,ORD,Premium Economy,Website,3,326.54,979.62,0.92
2024-04-20,DEN,ORD,Business,Website,12,536.24,6434.88,0.88
2024-04-20,DEN,ORD,First,Website,14,989.39,13851.46,0.76
2024-04-20,ATL,BOS,Economy,Website,142,119.89,17024.38,0.83
2024-04-20,ATL,BOS,Premium Economy,Website,40,327.56,13102.4,0.56
2024-04-20,ATL,BOS,Business,Mobile App,22,824.41,18137.02,0.71
2024-04-20,ATL,BOS,First,Website,34,1408.08,47874.72,0.83
2024-04-20,SFO,SEA,Economy,Travel Agent,26,109.42,2844.92,0.78
2024-04-20,SFO,SEA,Premium Economy,Mobile App,38,301.89,11471.82,0.78
2024-04-20,SFO,SEA,Business,Travel Agent,6,666.03,3996.18,0.61
2024-04-20,SFO,SEA,First,Travel Agent,4,1235.63,4942.52,0.69
2024-04-20,JFK,LAX,Economy,Corporate,116,96.45,11188.2,0.75
2024-04-20,JFK,LAX,Premium Economy,Website,2,301.73,603.46,0.83
2024-04-20,JFK,LAX,Business,Mobile App,23,629.96,14489.08,0.59
2024-04-20,JFK,LAX,First,Travel Agent,27,1252.46,33816.42,0.71
2024-04-20,LAX,DEN,Economy,Website,43,107.95,4641.85,0.89
2024-04-20,LAX,DEN,Premium Economy,Mobile App,25,355.44,8886.0,0.83
2024-04-20,LAX,DEN,Business,Travel Agent,12,608.38,7300.56,0.89
2024-04-20,LAX,DEN,First,Corporate,37,1369.8,50682.6,0.86
2024-04-21,JFK,LAX,Economy,Travel Agent,9,140.33,1262.97,0.88
2024-04-21,JFK,LAX,Premium Economy,Mobile App,5,236.78,1183.9,0.67
2024-04-21,JFK,LAX,Business,Website,27,805.21,21740.67,0.66
2024-04-21,JFK,LAX,First,Website,35,1464.24,51248.4,0.87
2024-04-21,ORD,DFW,Economy,Travel Agent,71,130.86,9291.06,0.96
2024-04-21,ORD,DFW,Premium Economy,Mobile App,32,294.63,9428.16,0.76
2024-04-21,ORD,DFW,Business,Mobile App,26,673.84,17519.84,0.86
2024-04-21,ORD,DFW,First,Mobile App,6,1251.45,7508.7,0.72
2024-04-21,JFK,ORD,Economy,Mobile App,21,103.19,2166.99,0.61
2024-04-21,JFK,ORD,Premium Economy,Corporate,20,304.46,6089.2,0.86
2024-04-21,JFK,ORD,Business,Travel Agent,12,639.43,7673.16,0.56
2024-04-21,JFK,ORD,First,Corporate,10,1385.61,13856.1,0.71
2024-04-21,MIA,ATL,Economy,Corporate,84,106.66,8959.44,0.96
2024-04-21,MIA,ATL,Premium Economy,Travel Agent,4,230.79,923.16,0.9
2024-04-21,MIA,ATL,Business,Travel Agent,26,810.73,21078.98,0.62
2024-04-21,MIA,ATL,First,Travel Agent,4,1386.3,5545.2,0.63
2024-04-21,DEN,ORD,Economy,Mobile App,99,136.48,13511.52,0.7
2024-04-21,DEN,ORD,Premium Economy,Mobile App,3,259.83,779.49,0.84
2024-04-21,DEN,ORD,Business,Corporate,28,629.76,17633.28,0.89
2024-04-21,DEN,ORD,First,Travel Agent,35,1242.43,43485.05,0.77
2024-04-21,LAX,SEA,Economy,Website,32,139.48,4463.36,0.71
2024-04-21,LAX,SEA,Premium Economy,Mobile App,19,333.45,6335.55,0.69
2024-04-21,LAX,SEA,Business,Mobile App,5,657.92,3289.6,0.84
2024-04-21,LAX,SEA,First,Travel Agent,5,962.87,4814.35,0.98
2024-04-21,ATL,BOS,Economy,Travel Agent,60,108.12,6487.2,0.64
2024-04-21,ATL,BOS,Premium Economy,Travel Agent,35,246.18,8616.3,0.66
2024-04-21,ATL,BOS,Business,Travel Agent,9,790.99,7118.91,0.72
2024-04-21,ATL,BOS,First,Mobile App,8,1415.14,11321.12,0.59
2024-04-21,LAX,DEN,Economy,Corporate,36,125.02,4500.72,0.78
2024-04-21,LAX,DEN,Premium Economy,Mobile App,7,252.6,1768.2,0.82
2024-04-21,LAX,DEN,Business,Mobile App,10,666.49,6664.9,0.72
2024-04-21,LAX,DEN,First,Travel Agent,4,1528.47,6113.88,0.93
2024-04-21,SFO,SEA,Economy,Website,26,136.61,3551.86,0.94
2024-04-21,SFO,SEA,Premium Economy,Corporate,22,323.57,7118.54,0.98
2024-04-21,SFO,SEA,Business,Website,34,656.66,22326.44,0.92
2024-04-21,SFO,SEA,First,Website,13,947.08,12312.04,0.64
2024-04-22,JFK,LAX,Economy,Mobile App,139,143.33,19922.87,0.95
2024-04-22,JFK,LAX,Premium Economy,Mobile App,23,313.97,7221.31,0.75
2024-04-22,JFK,LAX,Business,Corporate,20,593.65,11873.0,0.9
2024-04-22,JFK,LAX,First,Website,28,1505.5,42154.0,0.94
2024-04-22,MIA,ATL,Economy,Mobile App,161,117.12,18856.32,0.89
2024-04-22,MIA,ATL,Premium Economy,Mobile App,6,341.06,2046.36,0.68
2024-04-22,MIA,ATL,Business,Website,35,767.11,26848.85,0.82
2024-04-22,MIA,ATL,First,Travel Agent,20,1004.81,20096.2,0.65
2024-04-22,JFK,SFO,Economy,Corporate,92,125.24,11522.08,0.91
2024-04-22,JFK,SFO,Premium Economy,Mobile App,28,323.31,9052.68,0.63
2024-04-22,JFK,SFO,Business,Mobile App,40,809.5,32380.0,0.81
2024-04-22,JFK,SFO,First,Mobile App,30,984.02,29520.6,0.67
2024-04-22,LAX,DEN,Economy,Travel Agent,28,118.67,3322.76,0.66
2024-04-22,LAX,DEN,Premium Economy,Website,20,314.93,6298.6,0.61
2024-04-22,LAX,DEN,Business,Corporate,4,809.2,3236.8,0.91
2024-04-22,LAX,DEN,First,Website,23,1398.27,32160.21,0.65
2024-04-22,ORD,DFW,Economy,Corporate,16,119.29,1908.64,0.77
2024-04-22,ORD,DFW,Premium Economy,Website,10,235.51,2355.1,0.73
2024-04-22,ORD,DFW,Business,Website,14,808.62,11320.68,0.93
2024-04-22,ORD,DFW,First,Website,15,1246.71,18700.65,0.71
2024-04-22,BOS,DCA,Economy,Corporate,27,146.09,3944.43,0.9
2024-04-22,BOS,DCA,Premium Economy,Website,31,272.52,8448.12,0.58
2024-04-22,BOS,DCA,Business,Mobile App,13,541.43,7038.59,0.88
2024-04-22,BOS,DCA,First,Travel Agent,24,1468.53,35244.72,0.57
2024-04-23,SFO,SEA,Economy,Mobile App,139,130.61,18154.79,0.91
2024-04-23,SFO,SEA,Premium Economy,Travel Agent,4,322.37,1289.48,0.6
2024-04-23,SFO,SEA,Business,Travel Agent,2,795.09,1590.18,0.89
2024-04-23,SFO,SEA,First,Corporate,23,1399.58,32190.34,0.68
2024-04-23,BOS,DCA,Economy,Corporate,145,144.81,20997.45,0.87
2024-04-23,BOS,DCA,Premium Economy,Mobile App,15,275.42,4131.3,0.65
2024-04-23,BOS,DCA,Business,Travel Agent,9,705.32,6347.88,0.57
2024-04-23,BOS,DCA,First,Travel Agent,3,1206.3,3618.9,0.81
2024-04-23,JFK,MIA,Economy,Website,149,123.92,18464.08,0.8
2024-04-23,JFK,MIA,Premium Economy,Website,20,329.73,6594.6,0.8
2024-04-23,JFK,MIA,Business,Website,30,737.22,22116.6,0.98
2024-04-23,JFK,MIA,First,Mobile App,40,1177.68,47107.2,0.85
2024-04-23,ORD,DFW,Economy,Corporate,151,139.16,21013.16,0.9
2024-04-23,ORD,DFW,Premium Economy,Travel Agent,40,333.43,13337.2,0.88
2024-04-23,ORD,DFW,Business,Corporate,35,538.16,18835.6,0.68
2024-04-23,ORD,DFW,First,Travel Agent,38,1281.42,48693.96,0.66
2024-04-23,JFK,SFO,Economy,Travel Agent,80,127.32,10185.6,0.56
2024-04-23,JFK,SFO,Premium Economy,Travel Agent,14,297.65,4167.1,0.96
2024-04-23,JFK,SFO,Business,Mobile App,16,544.11,8705.76,0.68
2024-04-23,JFK,SFO,First,Mobile App,29,1397.25,40520.25,0.72
2024-04-23,JFK,ORD,Economy,Website,10,118.06,1180.6,0.98
2024-04-23,JFK,ORD,Premium Economy,Corporate,9,240.79,2167.11,0.75
2024-04-23,JFK,ORD,Business,Corporate,3,819.29,2457.87,0.83
2024-04-23,JFK,ORD,First,Mobile App,21,1381.37,29008.77,0.79
2024-04-23,LAX,DEN,Economy,Mobile App,61,124.66,7604.26,0.69
2024-04-23,LAX,DEN,Premium Economy,Travel Agent,35,308.73,10805.55,0.61
2024-04-23,LAX,DEN,Business,Website,20,775.86,15517.2,0.91
2024-04-23,LAX,DEN,First,Travel Agent,9,1505.29,13547.61,0.97
2024-04-23,DEN,ORD,Economy,Corporate,145,114.15,16551.75,0.9
2024-04-23,DEN,ORD,Premium Economy,Mobile App,24,275.25,6606.0,0.78
2024-04-23,DEN,ORD,Business,Mobile App,19,647.88,12309.72,0.59
2024-04-23,DEN,ORD,First,Corporate,24,1277.67,30664.08,0.72
2024-04-23,LAX,SEA,Economy,Website,60,148.38,8902.8,0.56
2024-04-23,LAX,SEA,Premium Economy,Corporate,8,330.48,2643.84,0.84
2024-04-23,LAX,SEA,Business,Mobile App,35,753.73,26380.55,0.68
2024-04-23,LAX,SEA,First,Travel Agent,9,1517.32,13655.88,0.66
2024-04-24,LAX,SEA,Economy,Travel Agent,15,130.89,1963.35,0.92
2024-04-24,LAX,SEA,Premium Economy,Mobile App,16,285.16,4562.56,0.55
2024-04-24,LAX,SEA,Business,Corporate,26,700.82,18221.32,0.58
2024-04-24,LAX,SEA,First,Website,26,1009.47,26246.22,0.77
2024-04-24,ORD,DFW,Economy,Website,54,98.86,5338.44,0.9
2024-04-24,ORD,DFW,Premium Economy,Travel Agent,3,332.51,997.53,0.57
2024-04-24,ORD,DFW,Business,Website,5,629.1,3145.5,0.81
2024-04-24,ORD,DFW,First,Travel Agent,40,987.9,39516.0,0.58
2024-04-24,SFO,SEA,Economy,Travel Agent,109,97.27,10602.43,0.88
2024-04-24,SFO,SEA,Premium Economy,Mobile App,30,339.14,10174.2,0.83
2024-04-24,SFO,SEA,Business,Mobile App,25,525.62,13140.5,0.64
2024-04-24,SFO,SEA,First,Travel Agent,33,1099.63,36287.79,0.74
2024-04-24,JFK,MIA,Economy,Travel Agent,19,117.06,2224.14,0.86
2024-04-24,JFK,MIA,Premium Economy,Corporate,27,341.0,9207.0,0.88
2024-04-24,JFK,MIA,Business,Corporate,40,723.44,28937.6,0.61
2024-04-24,JFK,MIA,First,Website,7,1267.41,8871.87,0.87
2024-04-24,JFK,ORD,Economy,Corporate,126,136.71,17225.46,0.95
2024-04-24,JFK,ORD,Premium Economy,Website,38,354.25,13461.5,0.85
2024-04-24,JFK,ORD,Business,Website,18,754.56,13582.08,0.56
2024-04-24,JFK,ORD,First,Travel Agent,14,980.29,13724.06,0.64
2024-04-24,BOS,DCA,Economy,Corporate,38,107.73,4093.74,0.96
2024-04-24,BOS,DCA,Premium Economy,Travel Agent,12,268.62,3223.44,0.64
2024-04-24,BOS,DCA,Business,Corporate,36,544.23,19592.28,0.95
2024-04-24,BOS,DCA,First,Corporate,12,947.06,11364.72,0.84
2024-04-24,MIA,ATL,Economy,Website,5,129.53,647.65,0.71
2024-04-24,MIA,ATL,Premium Economy,Mobile App,17,322.47,5481.99,0.9
2024-04-24,MIA,ATL,Business,Travel Agent,33,551.76,18208.08,0.78
2024-04-24,MIA,ATL,First,Travel Agent,14,1161.88,16266.32,0.64
2024-04-25,DEN,ORD,Economy,Website,48,136.77,6564.96,0.92
2024-04-25,DEN,ORD,Premium Economy,Travel Agent,27,226.08,6104.16,0.68
2024-04-25,DEN,ORD,Business,Website,8,819.53,6556.24,0.74
2024-04-25,DEN,ORD,First,Travel Agent,17,1525.82,25938.94,0.74
2024-04-25,SFO,SEA,Economy,Travel Agent,106,143.0,15158.0,0.75
2024-04-25,SFO,SEA,Premium Economy,Website,31,346.8,10750.8,0.87
2024-04-25,SFO,SEA,Business,Corporate,12,722.13,8665.56,0.94
2024-04-25,SFO,SEA,First,Website,12,949.04,11388.48,0.82
2024-04-25,LAX,SEA,Economy,Corporate,155,146.66,22732.3,0.78
2024-04-25,LAX,SEA,Premium Economy,Mobile App,14,233.56,3269.84,0.66
2024-04-25,LAX,SEA,Business,Corporate,36,564.26,20313.36,0.7
2024-04-25,LAX,SEA,First,Corporate,40,1402.02,56080.8,0.74
2024-04-25,MIA,ATL,Economy,Corporate,64,145.04,9282.56,0.93
2024-04-25,MIA,ATL,Premium Economy,Mobile App,34,339.8,11553.2,0.63
2024-04-25,MIA,ATL,Business,Travel Agent,23,639.68,14712.64,0.65
2024-04-25,MIA,ATL,First,Corporate,3,1505.14,4515.42,0.76
2024-04-25,BOS,DCA,Economy,Corporate,35,117.76,4121.6,0.75
2024-04-25,BOS,DCA,Premium Economy,Website,33,274.76,9067.08,0.65
2024-04-25,BOS,DCA,Business,Corporate,11,674.67,7421.37,0.92
2024-04-25,BOS,DCA,First,Website,2,1155.47,2310.94,0.71
2024-04-25,ATL,BOS,Economy,Mobile App,48,99.04,4753.92,0.63
2024-04-25,ATL,BOS,Premium Economy,Travel Agent,12,264.51,3174.12,0.59
2024-04-25,ATL,BOS,Business,Corporate,25,725.78,18144.5,0.56
2024-04-25,ATL,BOS,First,Travel Agent,30,1257.78,37733.4,0.95
2024-04-26,ORD,DFW,Economy,Travel Agent,121,127.47,15423.87,0.87
2024-04-26,ORD,DFW,Premium Economy,Website,36,296.01,10656.36,0.88
2024-04-26,ORD,DFW,Business,Travel Agent,40,584.52,23380.8,0.78
2024-04-26,ORD,DFW,First,Website,10,1501.22,15012.2,0.93
2024-04-26,MIA,ATL,Economy,Website,13,144.11,1873.43,0.96
2024-04-26,MIA,ATL,Premium Economy,Mobile App,36,310.39,11174.04,0.74
2024-04-26,MIA,ATL,Business,Travel Agent,20,671.19,13423.8,0.83
2024-04-26,MIA,ATL,First,Travel Agent,23,1459.7,33573.1,0.91
2024-04-26,JFK,MIA,Economy,Website,77,132.14,10174.78,0.7
2024-04-26,JFK,MIA,Premium Economy,Corporate,4,351.57,1406.28,0.85
2024-04-26,JFK,MIA,Business,Corporate,13,538.8,7004.4,0.65
2024-04-26,JFK,MIA,First,Corporate,32,1203.98,38527.36,0.63
2024-04-26,JFK,SFO,Economy,Mobile App,162,95.62,15490.44,0.74
2024-04-26,JFK,SFO,Premium Economy,Corporate,6,326.57,1959.42,0.86
2024-04-26,JFK,SFO,Business,Corporate,36,667.23,24020.28,0.76
2024-04-26,JFK,SFO,First,Mobile App,38,1444.73,54899.74,0.94
2024-04-26,DEN,ORD,Economy,Corporate,44,136.33,5998.52,0.91
2024-04-26,DEN,ORD,Premium Economy,Mobile App,38,263.44,10010.72,0.63
2024-04-26,DEN,ORD,Business,Website,36,761.38,27409.68,0.69
2024-04-26,DEN,ORD,First,Website,13,1175.17,15277.21,0.84
2024-04-26,JFK,LAX,Economy,Mobile App,73,115.76,8450.48,0.93
2024-04-26,JFK,LAX,Premium Economy,Travel Agent,26,323.18,8402.68,0.71
2024-04-26,JFK,LAX,Business,Travel Agent,38,727.97,27662.86,0.57
2024-04-26,JFK,LAX,First,Website,36,1039.54,37423.44,0.63
2024-04-26,LAX,SEA,Economy,Travel Agent,73,144.21,10527.33,0.66
2024-04-26,LAX,SEA,Premium Economy,Corporate,27,282.73,7633.71,0.63
2024-04-26,LAX,SEA,Business,Travel Agent,20,772.83,15456.6,0.63
2024-04-26,LAX,SEA,First,Mobile App,10,1313.56,13135.6,0.84
2024-04-26,SFO,SEA,Economy,Travel Agent,61,140.5,8570.5,0.92
2024-04-26,SFO,SEA,Premium Economy,Mobile App,38,294.46,11189.48,0.95
2024-04-26,SFO,SEA,Business,Travel Agent,18,638.56,11494.08,0.58
2024-04-26,SFO,SEA,First,Travel Agent,23,1050.52,24161.96,0.86
2024-04-27,JFK,MIA,Economy,Travel Agent,180,125.23,22541.4,0.71
2024-04-27,JFK,MIA,Premium Economy,Mobile App,34,337.57,11477.38,0.6
2024-04-27,JFK,MIA,Business,Corporate,3,627.2,1881.6,0.96
2024-04-27,JFK,MIA,First,Corporate,26,1245.93,32394.18,0.96
2024-04-27,LAX,DEN,Economy,Travel Agent,87,95.0,8265.0,0.88
2024-04-27,LAX,DEN,Premium Economy,Travel Agent,16,332.69,5323.04,0.55
2024-04-27,LAX,DEN,Business,Travel Agent,9,709.66,6386.94,0.93
2024-04-27,LAX,DEN,First,Website,9,1485.48,13369.32,0.94
2024-04-27,ORD,DFW,Economy,Corporate,55,103.77,5707.35,0.77
2024-04-27,ORD,DFW,Premium Economy,Travel Agent,19,299.37,5688.03,0.89
2024-04-27,ORD,DFW,Business,Website,15,776.68,11650.2,0.72
2024-04-27,ORD,DFW,First,Website,31,1132.04,35093.24,0.6
2024-04-27,BOS,DCA,Economy,Travel Agent,60,105.98,6358.8,0.86
2024-04-27,BOS,DCA,Premium Economy,Travel Agent,15,304.5,4567.5,0.9
2024-04-27,BOS,DCA,Business,Corporate,35,741.42,25949.7,0.59
2024-04-27,BOS,DCA,First,Corporate,22,1203.83,26484.26,0.57
2024-04-27,SFO,SEA,Economy,Travel Agent,43,150.1,6454.3,0.85
2024-04-27,SFO,SEA,Premium Economy,Website,7,258.41,1808.87,0.57
2024-04-27,SFO,SEA,Business,Travel Agent,26,566.08,14718.08,0.81
2024-04-27,SFO,SEA,First,Website,35,1350.09,47253.15,0.75
2024-04-27,JFK,ORD,Economy,Website,38,129.66,4927.08,0.88
2024-04-27,JFK,ORD,Premium Economy,Website,10,256.79,2567.9,0.65
2024-04-27,JFK,ORD,Business,Travel Agent,10,637.7,6377.0,0.95
2024-04-27,JFK,ORD,First,Corporate,22,1185.46,26080.12,0.92
2024-04-27,LAX,SEA,Economy,Corporate,120,140.67,16880.4,0.78
2024-04-27,LAX,SEA,Premium Economy,Travel Agent,12,260.49,3125.88,0.61
2024-04-27,LAX,SEA,Business,Travel Agent,19,672.1,12769.9,0.78
2024-04-27,LAX,SEA,First,Travel Agent,29,1371.74,39780.46,0.96
2024-04-27,JFK,SFO,Economy,Travel Agent,162,140.39,22743.18,0.67
2024-04-27,JFK,SFO,Premium Economy,Mobile App,9,261.3,2351.7,0.97
2024-04-27,JFK,SFO,Business,Corporate,3,823.45,2470.35,0.61
2024-04-27,JFK,SFO,First,Website,4,1459.7,5838.8,0.62
2024-04-27,DEN,ORD,Economy,Travel Agent,63,115.98,7306.74,0.8
2024-04-27,DEN,ORD,Premium Economy,Mobile App,17,229.5,3901.5,0.61
2024-04-27,DEN,ORD,Business,Website,22,764.18,16811.96,0.58
2024-04-27,DEN,ORD,First,Website,32,1131.3,36201.6,0.56
2024-04-28,DEN,ORD,Economy,Travel Agent,138,111.91,15443.58,0.78
2024-04-28,DEN,ORD,Premium Economy,Corporate,33,272.46,8991.18,0.61
2024-04-28,DEN,ORD,Business,Mobile App,30,644.35,19330.5,0.86
2024-04-28,DEN,ORD,First,Travel Agent,11,1318.97,14508.67,0.87
2024-04-28,BOS,DCA,Economy,Mobile App,136,115.62,15724.32,0.97
2024-04-28,BOS,DCA,Premium Economy,Mobile App,20,345.64,6912.8,0.64
2024-04-28,BOS,DCA,Business,Website,13,677.08,8802.04,0.85
2024-04-28,BOS,DCA,First,Website,14,1374.18,19238.52,0.91
2024-04-28,ORD,DFW,Economy,Mobile App,41,105.85,4339.85,0.93
2024-04-28,ORD,DFW,Premium Economy,Website,7,305.53,2138.71,0.58
2024-04-28,ORD,DFW,Business,Website,35,791.63,27707.05,0.66
2024-04-28,ORD,DFW,First,Travel Agent,15,1228.65,18429.75,0.86
2024-04-28,SFO,SEA,Economy,Corporate,141,114.37,16126.17,0.62
2024-04-28,SFO,SEA,Premium Economy,Corporate,7,274.95,1924.65,0.84
2024-04-28,SFO,SEA,Business,Mobile App,24,760.23,18245.52,0.76
2024-04-28,SFO,SEA,First,Travel Agent,25,1093.88,27347.0,0.79
2024-04-28,JFK,MIA,Economy,Travel Agent,102,122.53,12498.06,0.62
2024-04-28,JFK,MIA,Premium Economy,Website,7,264.17,1849.19,0.77
2024-04-28,JFK,MIA,Business,Corporate,37,631.4,23361.8,0.65
2024-04-28,JFK,MIA,First,Website,37,1171.59,43348.83,0.92
2024-04-28,LAX,DEN,Economy,Corporate,170,150.55,25593.5,0.75
2024-04-28,LAX,DEN,Premium Economy,Website,15,282.24,4233.6,0.64
2024-04-28,LAX,DEN,Business,Mobile App,39,804.47,31374.33,0.97
2024-04-28,LAX,DEN,First,Website,13,1132.38,14720.94,0.62
2024-04-28,JFK,LAX,Economy,Mobile App,48,137.65,6607.2,0.96
2024-04-28,JFK,LAX,Premium Economy,Corporate,39,329.2,12838.8,0.58
2024-04-28,JFK,LAX,Business,Travel Agent,37,584.85,21639.45,0.61
2024-04-28,JFK,LAX,First,Mobile App,25,1131.96,28299.0,0.85
2024-04-29,MIA,ATL,Economy,Website,170,122.84,20882.8,0.75
2024-04-29,MIA,ATL,Premium Economy,Corporate,27,249.55,6737.85,0.67
2024-04-29,MIA,ATL,Business,Website,18,691.48,12446.64,0.92
2024-04-29,MIA,ATL,First,Corporate,9,1300.19,11701.71,0.63
2024-04-29,SFO,SEA,Economy,Corporate,154,129.57,19953.78,0.74
2024-04-29,SFO,SEA,Premium Economy,Mobile App,30,297.87,8936.1,0.58
2024-04-29,SFO,SEA,Business,Website,40,615.06,24602.4,0.75
2024-04-29,SFO,SEA,First,Corporate,15,1363.43,20451.45,0.76
2024-04-29,JFK,ORD,Economy,Travel Agent,147,102.21,15024.87,0.96
2024-04-29,JFK,ORD,Premium Economy,Mobile App,3,237.45,712.35,0.9
2024-04-29,JFK,ORD,Business,Website,25,552.51,13812.75,0.72
2024-04-29,JFK,ORD,First,Website,13,1263.01,16419.13,0.57
2024-04-29,LAX,DEN,Economy,Website,146,109.68,16013.28,0.76
2024-04-29,LAX,DEN,Premium Economy,Corporate,34,290.68,9883.12,0.92
2024-04-29,LAX,DEN,Business,Corporate,15,620.86,9312.9,0.85
2024-04-29,LAX,DEN,First,Travel Agent,24,1333.2,31996.8,0.63
2024-04-29,LAX,SEA,Economy,Corporate,15,148.43,2226.45,0.64
2024-04-29,LAX,SEA,Premium Economy,Travel Agent,17,353.7,6012.9,0.95
2024-04-29,LAX,SEA,Business,Website,38,769.07,29224.66,0.69
2024-04-29,LAX,SEA,First,Corporate,12,979.85,11758.2,0.96
2024-04-29,JFK,MIA,Economy,Website,43,95.42,4103.06,0.83
2024-04-29,JFK,MIA,Premium Economy,Mobile App,39,326.43,12730.77,0.87
2024-04-29,JFK,MIA,Business,Website,14,539.05,7546.7,0.76
2024-04-29,JFK,MIA,First,Mobile App,14,974.13,13637.82,0.94
2024-04-29,BOS,DCA,Economy,Corporate,26,152.42,3962.92,0.64
2024-04-29,BOS,DCA,Premium Economy,Corporate,9,232.27,2090.43,0.61
2024-04-29,BOS,DCA,Business,Website,11,711.3,7824.3,0.6
2024-04-29,BOS,DCA,First,Mobile App,31,1010.23,31317.13,0.73
2024-04-30,JFK,LAX,Economy,Corporate,51,100.22,5111.22,0.57
2024-04-30,JFK,LAX,Premium Economy,Website,23,280.78,6457.94,0.83
2024-04-30,JFK,LAX,Business,Corporate,14,806.57,11291.98,0.95
2024-04-30,JFK,LAX,First,Mobile App,38,962.57,36577.66,0.63
2024-04-30,JFK,SFO,Economy,Corporate,142,113.91,16175.22,0.56
2024-04-30,JFK,SFO,Premium Economy,Mobile App,21,281.99,5921.79,0.88
2024-04-30,JFK,SFO,Business,Website,20,557.26,11145.2,0.63
2024-04-30,JFK,SFO,First,Website,37,1108.06,40998.22,0.84
2024-04-30,MIA,ATL,Economy,Mobile App,7,148.29,1038.03,0.8
2024-04-30,MIA,ATL,Premium Economy,Travel Agent,11,354.25,3896.75,0.81
2024-04-30,MIA,ATL,Business,Corporate,39,550.63,21474.57,0.63
2024-04-30,MIA,ATL,First,Travel Agent,24,1525.61,36614.64,0.86
2024-04-30,DEN,ORD,Economy,Website,172,141.74,24379.28,0.55
2024-04-30,DEN,ORD,Premium Economy,Mobile App,38,317.71,12072.98,0.81
2024-04-30,DEN,ORD,Business,Mobile App,39,757.78,29553.42,0.76
2024-04-30,DEN,ORD,First,Website,16,1397.3,22356.8,0.97
2024-04-30,SFO,SEA,Economy,Website,53,102.42,5428.26,0.73
2024-04-30,SFO,SEA,Premium Economy,Travel Agent,36,294.94,10617.84,0.71
2024-04-30,SFO,SEA,Business,Travel Agent,10,752.48,7524.8,0.64
2024-04-30,SFO,SEA,First,Website,6,1093.3,6559.8,0.93
2024-04-30,BOS,DCA,Economy,Mobile App,128,95.59,12235.52,0.95
2024-04-30,BOS,DCA,Premium Economy,Corporate,12,236.41,2836.92,0.76
2024-04-30,BOS,DCA,Business,Corporate,12,598.12,7177.44,0.81
2024-04-30,BOS,DCA,First,Website,7,1201.35,8409.45,0.74
2024-04-30,JFK,ORD,Economy,Website,38,118.33,4496.54,0.6
2024-04-30,JFK,ORD,Premium Economy,Travel Agent,8,292.38,2339.04,0.7
2024-04-30,JFK,ORD,Business,Travel Agent,12,813.1,9757.2,0.91
2024-04-30,JFK,ORD,First,Website,20,1071.24,21424.8,0.56
2024-05-01,JFK,SFO,Economy,Corporate,83,115.75,9607.25,0.82
2024-05-01,JFK,SFO,Premium Economy,Travel Agent,24,280.27,6726.48,0.71
2024-05-01,JFK,SFO,Business,Corporate,17,778.26,13230.42,0.66
2024-05-01,JFK,SFO,First,Website,18,1021.27,18382.86,0.75
2024-05-01,JFK,LAX,Economy,Website,147,100.58,14785.26,0.58
2024-05-01,JFK,LAX,Premium Economy,Website,34,328.9,11182.6,0.6
2024-05-01,JFK,LAX,Business,Mobile App,28,518.09,14506.52,0.79
